Regional Team Code,Regional Team Name,Provider Code,Provider Name,Type of Hospital,Month,Year, Total Waiting List , Number waiting 6+ Weeks , Number waiting 13+ Weeks , Percentage waiting 6+ weeks 
Y60,Midlands Commissioning Region,RXK,Sandwell and West Birmingham Hospitals NHS Trust,NHS,January,2022,"5,707","2,023",132,35.4%
Y60,Midlands Commissioning Region,RK5,Sherwood Forest Hospitals NHS Foundation Trust,NHS,January,2022,"1,309",66,10,5.0%
Y60,Midlands Commissioning Region,RJC,South Warwickshire NHS Foundation Trust,NHS,January,2022,802,0,0,0.0%
Y60,Midlands Commissioning Region,NT322,Spire Leicester Hospital,Private,January,2022,4,0,0,0.0%
Y60,Midlands Commissioning Region,NT321,Spire Little Aston Hospital,Private,January,2022,74,1,1,1.4%
Y60,Midlands Commissioning Region,NT30A,Spire Nottingham Hospital,Private,January,2022,38,2,1,5.3%
Y60,Midlands Commissioning Region,NT320,Spire Parkway Hospital,Private,January,2022,74,0,0,0.0%
Y60,Midlands Commissioning Region,NT301,Spire South Bank Hospital,Private,January,2022,23,0,0,0.0%
Y60,Midlands Commissioning Region,RNA,The Dudley Group NHS Foundation Trust,NHS,January,2022,892,47,2,5.3%
Y60,Midlands Commissioning Region,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,NHS,January,2022,867,392,41,45.2%
Y60,Midlands Commissioning Region,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,NHS,January,2022,"1,100",147,2,13.4%
Y60,Midlands Commissioning Region,RL4,The Royal Wolverhampton NHS Trust,NHS,January,2022,"2,033",484,117,23.8%
Y60,Midlands Commissioning Region,RXW,The Shrewsbury and Telford Hospital NHS Trust,NHS,January,2022,"3,203","1,577",402,49.2%
Y60,Midlands Commissioning Region,RWD,United Lincolnshire Hospitals NHS Trust,NHS,January,2022,"2,070",136,20,6.6%
Y60,Midlands Commissioning Region,RRK,University Hospitals Birmingham NHS Foundation Trust,NHS,January,2022,"3,469",632,72,18.2%
Y60,Midlands Commissioning Region,RKB,University Hospitals Coventry and Warwickshire NHS Trust,NHS,January,2022,"4,511",7,0,0.2%
Y60,Midlands Commissioning Region,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,NHS,January,2022,"5,190","2,523",886,48.6%
Y60,Midlands Commissioning Region,RWE,University Hospitals of Leicester NHS Trust,NHS,January,2022,"7,301","3,802","1,453",52.1%
Y60,Midlands Commissioning Region,RJE,University Hospitals of North Midlands NHS Trust,NHS,January,2022,"4,174",734,2,17.6%
Y60,Midlands Commissioning Region,RBK,Walsall Healthcare NHS Trust,NHS,January,2022,"2,243",404,0,18.0%
Y60,Midlands Commissioning Region,NVC21,West Midlands Hospital,Private,January,2022,0,0,0,0.0%
Y60,Midlands Commissioning Region,NVC23,Woodland Hospital,Private,January,2022,14,6,0,42.9%
Y60,Midlands Commissioning Region,NVC40,Woodthorpe Hospital,Private,January,2022,6,1,0,16.7%
Y60,Midlands Commissioning Region,RWP,Worcestershire Acute Hospitals NHS Trust,NHS,January,2022,"1,674","1,010",392,60.3%
Y60,Midlands Commissioning Region,RLQ,Wye Valley NHS Trust,NHS,January,2022,581,12,3,2.1%
Y61,East of England Commissioning Region,NT933,Alliance Medical MRI Service - Essex,Private,January,2022,0,0,0,0.0%
Y61,East of England Commissioning Region,RC9,Bedfordshire Hospitals NHS Foundation Trust,NHS,January,2022,"2,440",405,12,16.6%
Y61,East of England Commissioning Region,NVC31,Blakelands Hospital,Private,January,2022,0,0,0,0.0%
Y61,East of England Commissioning Region,NT434,BMI - The Saxon Clinic,Private,January,2022,3,0,0,0.0%
Y61,East of England Commissioning Region,RGT,Cambridge University Hospitals NHS Foundation Trust,NHS,January,2022,"2,315",761,268,32.9%
Y61,East of England Commissioning Region,RWH,East and North Hertfordshire NHS Trust,NHS,January,2022,"3,658","2,382",855,65.1%
Y61,East of England Commissioning Region,RDE,East Suffolk and North Essex NHS Foundation Trust,NHS,January,2022,"3,500","1,602",331,45.8%
Y61,East of England Commissioning Region,NVC06,Fitzwilliam Hospital,Private,January,2022,5,2,0,40.0%
Y61,East of England Commissioning Region,NYR,Healthshare Diagnostics,Private,January,2022,"1,272",115,0,9.0%
Y61,East of England Commissioning Region,RGP,James Paget University Hospitals NHS Foundation Trust,NHS,January,2022,"1,336",418,24,31.3%
Y61,East of England Commissioning Region,RAJ,Mid and South Essex NHS Foundation Trust,NHS,January,2022,"5,444","1,842",265,33.8%
Y61,East of England Commissioning Region,RD8,Milton Keynes University Hospital NHS Foundation Trust,NHS,January,2022,"2,108",579,8,27.5%
Y61,East of England Commissioning Region,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,NHS,January,2022,"2,022",215,90,10.6%
Y61,East of England Commissioning Region,RGN,North West Anglia NHS Foundation Trust,NHS,January,2022,"1,178",98,3,8.3%
Y61,East of England Commissioning Region,NT204,"Nuffield Health, Brentwood Hospital",Private,January,2022,5,0,0,0.0%
Y61,East of England Commissioning Region,NT209,"Nuffield Health, Cambridge Hospital",Private,January,2022,1,0,0,0.0%
Y61,East of England Commissioning Region,NVC13,Oaks Hospital,Private,January,2022,4,0,0,0.0%
Y61,East of England Commissioning Region,NVC15,Pinehill Hospital,Private,January,2022,9,5,0,55.6%
Y61,East of England Commissioning Region,NVC19,Rivers Hospital,Private,January,2022,4,0,0,0.0%
Y61,East of England Commissioning Region,RGM,Royal Papworth Hospital NHS Foundation Trust,NHS,January,2022,111,10,0,9.0%
Y61,East of England Commissioning Region,NT315,Spire Bushey Hospital,Private,January,2022,18,2,0,11.1%
Y61,East of England Commissioning Region,NT317,Spire Cambridge Lea Hospital,Private,January,2022,20,12,1,60.0%
Y61,East of England Commissioning Region,NT316,Spire Harpenden Hospital,Private,January,2022,116,0,0,0.0%
Y61,East of England Commissioning Region,NT319,Spire Hartswood Hospital,Private,January,2022,31,0,0,0.0%
Y61,East of England Commissioning Region,NT313,Spire Wellesley Hospital,Private,January,2022,141,21,0,14.9%
Y61,East of England Commissioning Region,NVC18,Springfield Hospital,Private,January,2022,8,5,0,62.5%
Y61,East of England Commissioning Region,RQW,The Princess Alexandra Hospital NHS Trust,NHS,January,2022,"1,390",176,1,12.7%
Y61,East of England Commissioning Region,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",NHS,January,2022,"2,207","1,727","1,291",78.3%
Y61,East of England Commissioning Region,RWG,West Hertfordshire Teaching Hospitals NHS Trust,NHS,January,2022,"1,959",611,13,31.2%
Y61,East of England Commissioning Region,RGR,West Suffolk NHS Foundation Trust,NHS,January,2022,"1,160",414,3,35.7%
Y62,North West Commissioning Region,RBS,Alder Hey Children's NHS Foundation Trust,NHS,January,2022,163,41,0,25.2%
Y62,North West Commissioning Region,NRP,Beacon Medical Services Group Limited,Private,January,2022,"2,714","1,830",798,67.4%
Y62,North West Commissioning Region,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,NHS,January,2022,978,77,23,7.9%
Y62,North West Commissioning Region,NT401,BMI - The Alexandra Hospital,Private,January,2022,51,1,0,2.0%
Y62,North West Commissioning Region,NT403,BMI - The Beardwood Hospital,Private,January,2022,54,7,0,13.0%
Y62,North West Commissioning Region,NT404,BMI - The Beaumont Hospital,Private,January,2022,31,0,0,0.0%
Y62,North West Commissioning Region,NT420,BMI - The Highfield Hospital,Private,January,2022,44,0,0,0.0%
Y62,North West Commissioning Region,NT449,BMI The Lancaster Hospital,Private,January,2022,0,0,0,0.0%
Y62,North West Commissioning Region,RMC,Bolton NHS Foundation Trust,NHS,January,2022,276,7,1,2.5%
Y62,North West Commissioning Region,RJR,Countess of Chester Hospital NHS Foundation Trust,NHS,January,2022,"1,152",662,264,57.5%
Y62,North West Commissioning Region,NEM,Diagnostic Healthcare Ltd,Private,January,2022,514,0,0,0.0%
Y62,North West Commissioning Region,RJN,East Cheshire NHS Trust,NHS,January,2022,698,193,0,27.7%
Y62,North West Commissioning Region,RXR,East Lancashire Hospitals NHS Trust,NHS,January,2022,"1,139",4,0,0.4%
Y62,North West Commissioning Region,NVC05,Euxton Hall Hospital,Private,January,2022,1,0,0,0.0%
Y62,North West Commissioning Region,NVG01,Fairfield Hospital,Private,January,2022,34,0,0,0.0%
Y62,North West Commissioning Region,NVC07,Fulwood Hall Hospital,Private,January,2022,1,1,1,100.0%
Y62,North West Commissioning Region,RW5,Lancashire & South Cumbria NHS Foundation Trust,NHS,January,2022,188,66,33,35.1%
Y62,North West Commissioning Region,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,NHS,January,2022,"1,579",529,164,33.5%
Y62,North West Commissioning Region,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,NHS,January,2022,204,0,0,0.0%
Y62,North West Commissioning Region,REM,Liverpool University Hospitals NHS Foundation Trust,NHS,January,2022,"1,651",44,0,2.7%
Y62,North West Commissioning Region,NN5,Manchester Surgical Services Ltd,Private,January,2022,30,3,0,10.0%
Y62,North West Commissioning Region,R0A,Manchester University NHS Foundation Trust,NHS,January,2022,"5,495","1,922",728,35.0%
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,NHS,January,2022,"1,051",98,5,9.3%
Y62,North West Commissioning Region,NV10Y,North West Cats - Inhealth Pathway Management Centre,Private,January,2022,136,42,3,30.9%
Y62,North West Commissioning Region,RM3,Northern Care Alliance NHS Foundation Trust,NHS,January,2022,"8,038","3,061",703,38.1%
Y62,North West Commissioning Region,NT210,"Nuffield Health, The Grosvenor Hospital, Chester",Private,January,2022,32,0,0,0.0%
Y62,North West Commissioning Region,NVC12,Oaklands Hospital,Private,January,2022,3,0,0,0.0%
Y62,North West Commissioning Region,NVC16,Renacres Hospital,Private,January,2022,26,6,1,23.1%
Y62,North West Commissioning Region,RVY,Southport and Ormskirk Hospital NHS Trust,NHS,January,2022,995,422,13,42.4%
Y62,North West Commissioning Region,NT324,Spire Cheshire Hospital,Private,January,2022,42,1,0,2.4%
Y62,North West Commissioning Region,NT347,Spire Fylde Coast Hospital,Private,January,2022,98,10,0,10.2%
Y62,North West Commissioning Region,NT337,Spire Liverpool Hospital,Private,January,2022,143,3,3,2.1%
Y62,North West Commissioning Region,NT327,Spire Manchester Hospital,Private,January,2022,25,2,1,8.0%
Y62,North West Commissioning Region,NT325,Spire Murrayfield Hospital,Private,January,2022,8,0,0,0.0%
Y62,North West Commissioning Region,NT339,Spire Regency Hospital,Private,January,2022,58,1,0,1.7%
Y62,North West Commissioning Region,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,NHS,January,2022,"1,940",678,0,34.9%
Y62,North West Commissioning Region,RWJ,Stockport NHS Foundation Trust,NHS,January,2022,"1,569",338,0,21.5%
Y62,North West Commissioning Region,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,NHS,January,2022,796,107,16,13.4%
Y62,North West Commissioning Region,RBV,The Christie NHS Foundation Trust,NHS,January,2022,175,1,0,0.6%
Y62,North West Commissioning Region,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,NHS,January,2022,1,0,0,0.0%
Y62,North West Commissioning Region,RET,The Walton Centre NHS Foundation Trust,NHS,January,2022,846,6,0,0.7%
Y62,North West Commissioning Region,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,NHS,January,2022,630,8,3,1.3%
Y62,North West Commissioning Region,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,NHS,January,2022,"1,275",7,0,0.5%
Y62,North West Commissioning Region,RBL,Wirral University Teaching Hospital NHS Foundation Trust,NHS,January,2022,519,2,0,0.4%
Y62,North West Commissioning Region,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",NHS,January,2022,940,2,0,0.2%
Y63,North East and Yorkshire Commissioning Region,RCF,Airedale NHS Foundation Trust,NHS,January,2022,516,56,1,10.9%
Y63,North East and Yorkshire Commissioning Region,RFF,Barnsley Hospital NHS Foundation Trust,NHS,January,2022,74,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT440,BMI - Thornbury Hospital,Private,January,2022,65,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT447,BMI The Duchy Hospital,Private,January,2022,0,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT448,BMI The Huddersfield Hospital,Private,January,2022,0,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT457,BMI Woodlands Hospital,Private,January,2022,17,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RAE,Bradford Teaching Hospitals NHS Foundation Trust,NHS,January,2022,"1,914",702,1,36.7%
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS,January,2022,"3,414","1,459",6,42.7%
Y63,North East and Yorkshire Commissioning Region,NVC28,Clifton Park Hospital,Private,January,2022,0,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NMG,Connect Health Limited,Private,January,2022,64,3,0,4.7%
Y63,North East and Yorkshire Commissioning Region,RXP,County Durham and Darlington NHS Foundation Trust,NHS,January,2022,"1,592",1,0,0.1%
Y63,North East and Yorkshire Commissioning Region,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,NHS,January,2022,"1,782",705,240,39.6%
Y63,North East and Yorkshire Commissioning Region,RR7,Gateshead Health NHS Foundation Trust,NHS,January,2022,226,6,0,2.7%
Y63,North East and Yorkshire Commissioning Region,RCD,Harrogate and District NHS Foundation Trust,NHS,January,2022,636,109,4,17.1%
Y63,North East and Yorkshire Commissioning Region,RWA,Hull University Teaching Hospitals NHS Trust,NHS,January,2022,"1,228",44,6,3.6%
Y63,North East and Yorkshire Commissioning Region,RR8,Leeds Teaching Hospitals NHS Trust,NHS,January,2022,"4,236","2,085","1,059",49.2%
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,NHS,January,2022,"2,735",779,43,28.5%
Y63,North East and Yorkshire Commissioning Region,RNN,North Cumbria Integrated Care NHS Foundation Trust,NHS,January,2022,"2,595","1,393",484,53.7%
Y63,North East and Yorkshire Commissioning Region,RVW,North Tees and Hartlepool NHS Foundation Trust,NHS,January,2022,"1,595",268,55,16.8%
Y63,North East and Yorkshire Commissioning Region,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,NHS,January,2022,"3,031",268,14,8.8%
Y63,North East and Yorkshire Commissioning Region,RTF,Northumbria Healthcare NHS Foundation Trust,NHS,January,2022,"1,997",151,10,7.6%
Y63,North East and Yorkshire Commissioning Region,NT225,"Nuffield Health, Leeds Hospital",Private,January,2022,4,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT229,"Nuffield Health, Newcastle Upon Tyne Hospital",Private,January,2022,64,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT237,"Nuffield Health, Tees Hospital",Private,January,2022,14,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT245,"Nuffield Health, York Hospital",Private,January,2022,12,3,0,25.0%
Y63,North East and Yorkshire Commissioning Region,RCU,Sheffield Children's NHS Foundation Trust,NHS,January,2022,226,14,0,6.2%
Y63,North East and Yorkshire Commissioning Region,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,NHS,January,2022,"3,378",565,1,16.7%
Y63,North East and Yorkshire Commissioning Region,RTR,South Tees Hospitals NHS Foundation Trust,NHS,January,2022,"2,048","1,025",9,50.0%
Y63,North East and Yorkshire Commissioning Region,R0B,South Tyneside and Sunderland NHS Foundation Trust,NHS,January,2022,431,55,39,12.8%
Y63,North East and Yorkshire Commissioning Region,NT348,Spire Elland Hospital,Private,January,2022,24,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT351,Spire Hull and East Riding Hospital,Private,January,2022,63,5,4,7.9%
Y63,North East and Yorkshire Commissioning Region,NT332,Spire Leeds Hospital,Private,January,2022,3,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT350,Spire Methley Park Hospital,Private,January,2022,24,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT333,Spire Washington Hospital,Private,January,2022,238,19,2,8.0%
Y63,North East and Yorkshire Commissioning Region,NID,The Living Care Group,Private,January,2022,0,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NHS,January,2022,"2,735",477,39,17.4%
Y63,North East and Yorkshire Commissioning Region,RFR,The Rotherham NHS Foundation Trust,NHS,January,2022,269,87,26,32.3%
Y63,North East and Yorkshire Commissioning Region,NVC20,The Yorkshire Clinic,Private,January,2022,9,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NN4,Tyneside Surgical Services Ltd,Private,January,2022,8,1,0,12.5%
Y63,North East and Yorkshire Commissioning Region,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,NHS,January,2022,"2,543","1,196",394,47.0%
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",NHS,February,2022,"2,290",767,209,33.5%
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,NHS,February,2022,"9,773","4,924","2,667",50.4%
Y56,London Commissioning Region,NT405,Bishops Wood,Private,February,2022,9,0,0,0.0%
Y56,London Commissioning Region,NT406,Blackheath Hospital,Private,February,2022,32,0,0,0.0%
Y56,London Commissioning Region,NT451,Cavell Hospital,Private,February,2022,20,0,0,0.0%
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,NHS,February,2022,"1,281",0,0,0.0%
